"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","wine.type"
"4304",9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,2
"4305",8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,2
"4306",12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5,2
"4307",12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,2
"4308",6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,2
"4309",11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,2
"4310",8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,2
"4311",7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,2
"4312",12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,2
"4313",11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,2
"4314",7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,2
"4315",8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,2
"4316",9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,2
"4317",12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,2
"4318",10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,2
"4319",12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4,2
"4320",9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,2
"4321",9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,2
"4322",7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,2
"4323",9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,2
"4324",8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,2
"4325",8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,2
"4326",10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,2
"4327",7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,2
"4328",11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,2
"4329",6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,2
"4330",9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,2
"4331",6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,2
"4332",7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,2
"4333",10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,2
"4334",6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,2
"4335",9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,2
"4336",9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,2
"4337",12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,2
"4338",7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,2
"4339",11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,2
"4340",12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,2
"4341",10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,2
"4342",8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,2
"4343",11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,2
"4344",7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,2
"4345",12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,2
"4346",11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,2
"4347",15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,2
"4348",10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,2
"4349",5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,2
"4350",9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,2
"4351",12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,2
"4352",9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,2
"4353",8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,2
"4354",11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,2
"4355",8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,2
"4356",6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,2
"4357",10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,2
"4358",7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,2
"4359",11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,2
"4360",8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,2
"4361",9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5,2
"4362",11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,2
"4363",9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,2
"4364",8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,2
"4365",11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,2
"4366",8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,2
"4367",11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,2
"4368",10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,2
"4369",10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,2
"4370",8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,2
"4371",11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,2
"4372",8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,2
"4373",13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,2
"4374",9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,2
"4375",12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,2
"4376",9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,2
"4377",10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,2
"4378",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,2
"4379",9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,2
"4380",10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,2
"4381",9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,2
"4382",10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,2
"4383",9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,2
"4384",10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,2
"4385",10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,2
"4386",10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,2
"4387",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,2
"4388",10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,2
"4389",11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,2
"4390",9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,2
"4391",9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,2
"4392",9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,2
"4393",8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,2
"4394",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,2
"4395",6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,2
"4396",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,2
"4397",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,2
"4398",7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,2
"4399",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,2
"4400",10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,2
"4401",10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,2
"4402",10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,2
"4403",10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,2
"4404",11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,2
"4405",10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,2
"4406",13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,2
"4407",12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,2
"4408",10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,2
"4409",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,2
"4410",8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,2
"4411",12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,2
"4412",10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,2
"4413",10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,2
"4414",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,2
"4415",9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,2
"4416",7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,2
"4417",8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,2
"4418",9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,2
"4419",9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,2
"4420",10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,2
"4421",7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,2
"4422",8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,2
"4423",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,2
"4424",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,2
"4425",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,2
"4426",10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,2
"4427",10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,2
"4428",8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,2
"4429",12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,2
"4430",11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,2
"4431",9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,2
"4432",9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,2
"4433",9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,2
"4434",11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6,2
"4435",14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,2
"4436",9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,2
"4437",7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,2
"4438",10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,2
"4439",12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,2
"4440",9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,2
"4441",6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,2
"4442",9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,2
"4443",9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,2
"4444",5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5,2
"4445",15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,2
"4446",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,2
"4447",15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,2
"4448",13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,2
"4449",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,2
"4450",9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,2
"4451",9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,2
"4452",7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,2
"4453",8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,2
"4454",9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,2
"4455",6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,2
"4456",11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6,2
"4457",10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,2
"4458",10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4,2
"4459",10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6,2
"4460",12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,2
"4461",9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,2
"4462",8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5,2
"4463",8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5,2
"4464",10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,2
"4465",12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,2
"4466",11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5,2
"4467",12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,2
"4468",11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,2
"4469",7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,2
"4470",11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7,2
"4471",7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5,2
"4472",5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,2
"4473",10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,2
"4474",9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,2
"4475",6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,2
"4476",9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,2
"4477",7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,5,2
"4478",8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,2
"4479",12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,2
"4480",11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6,2
"4481",8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,2
"4482",12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6,2
"4483",8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,2
"4484",13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,2
"4485",7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,5,2
"4486",8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,2
"4487",8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,2
"4488",9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,2
"4489",8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,2
"4490",10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6,2
"4491",6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,2
"4492",8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5,2
"4493",13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,5,2
"4494",7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,2
"4495",8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5,2
"4496",9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,2
"4497",9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,2
"4498",11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6,2
"4499",11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,5,2
"4500",11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5,2
"4501",8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5,2
"4502",8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,5,2
"4503",10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5,2
"4504",7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6,2
"4505",6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,2
"4506",8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,2
"4507",8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,2
"4508",7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5,2
"4509",10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5,2
"4510",7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6,2
"4511",10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4,2
"4512",7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5,2
"4513",8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5,2
"4514",9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5,2
"4515",9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5,2
"4516",7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,2
"4517",8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,2
"4518",9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,2
"4519",9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,2
"4520",7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,2
"4521",7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5,2
"4522",8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4,2
"4523",8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,2
"4524",6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,2
"4525",10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,2
"4526",9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5,2
"4527",15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,5,2
"4528",9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6,2
"4529",8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,2
"4530",9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,5,2
"4531",12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7,2
"4532",7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,2
"4533",7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4,2
"4534",7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5,2
"4535",7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,2
"4536",10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6,2
"4537",12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5,2
"4538",9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5,2
"4539",8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,2
"4540",11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,2
"4541",10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5,2
"4542",6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5,2
"4543",8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,2
"4544",9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5,2
"4545",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,2
"4546",9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5,2
"4547",8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,2
"4548",8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5,2
"4549",10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5,2
"4550",13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5,2
"4551",8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6,2
"4552",8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5,2
"4553",8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,2
"4554",9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5,2
"4555",7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5,2
"4556",9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5,2
"4557",7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5,2
"4558",8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5,2
"4559",7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3,2
"4560",9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5,2
"4561",8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5,2
"4562",9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5,2
"4563",9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5,2
"4564",5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,2
"4565",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,2
"4566",9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5,2
"4567",11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6,2
"4568",10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6,2
"4569",7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,2
"4570",7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4,2
"4571",9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4,2
"4572",8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,2
"4573",7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5,2
"4574",7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5,2
"4575",7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6,2
"4576",9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,2
"4577",10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5,2
"4578",8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5,2
"4579",8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5,2
"4580",8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,2
"4581",9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5,2
"4582",7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6,2
"4583",7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5,2
"4584",8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,2
"4585",7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5,2
"4586",8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5,2
"4587",7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5,2
"4588",7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5,2
"4589",7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4,2
"4590",9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5,2
"4591",8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,2
"4592",6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,2
